Year Payment Due Date,Month Description Payment Due Date,Supplier,Order Number,Branch Plant,Order Co,Supplier Number,Or Ty,Line Number,Supplier SO ,2nd Item Number,Concatenation Description ,Order Quantity,Quantity Open,Prev Qty Vouchered,Unit Cost,Extended Cost,Amount Open,Amount Received,Last Stat,Next Stat,Order Date,Promised Delivery Date,Receipt Date,Pymt Terms,Payment Terms,Payment Due Date
2022,July,KIND SHOCK (KS USA),95035,         522,00502,130046,OP,2.000,44750,24-533-21-30-20,KS LEV SI SEATPOST (CLAMP+EV) - - 30.9MM - 445 X 150MM,100,100,0,90.0000,"9,000.00","9,000.00",0.00,280,300,4/27/2021,5/4/2022,,006,NET 60 DAYS,7/3/2022
2022,July,KIND SHOCK (KS USA),95035,         522,00502,130046,OP,3.000,44750,24-534-21-30-20,KS LEV SI SEATPOST (CLAMP+EV) - - 30.9MM - 495 X 175MM,100,100,0,90.0000,"9,000.00","9,000.00",0.00,280,300,4/27/2021,5/4/2022,,006,NET 60 DAYS,7/3/2022
2022,July,KIND SHOCK (KS USA),95036,         522,00502,130046,OP,1.000,44751,24-532-21-30-20,KS LEV SI SEATPOST (CLAMP+EV) - - 30.9MM - 395 X 125MM,40,40,0,90.0000,"3,600.00","3,600.00",0.00,280,300,4/27/2021,6/1/2022,,006,NET 60 DAYS,7/31/2022
2022,July,KIND SHOCK (KS USA),95036,         522,00502,130046,OP,2.000,44751,24-533-21-30-20,KS LEV SI SEATPOST (CLAMP+EV) - - 30.9MM - 445 X 150MM,100,100,0,90.0000,"9,000.00","9,000.00",0.00,280,300,4/27/2021,6/1/2022,,006,NET 60 DAYS,7/31/2022
2022,July,KIND SHOCK (KS USA),95036,         522,00502,130046,OP,3.000,44751,24-534-21-30-20,KS LEV SI SEATPOST (CLAMP+EV) - - 30.9MM - 495 X 175MM,100,100,0,90.0000,"9,000.00","9,000.00",0.00,280,300,4/27/2021,6/1/2022,,006,NET 60 DAYS,7/31/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,1.000,44752,06-540-22-15-20,FOX FLOAT 38 PERFORMANCE - 29 - - 180MM - BOOST - 44MM RAKE -,30,30,0,335.0600,"10,051.80","10,051.80",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,2.000,44752,06-543-22-15-20,FOX FLOAT 38 FACTORY - 29 - 18 - 0MM - BOOST - 44MM RAKE - 2022,30,30,0,435.9000,"13,077.00","13,077.00",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,3.000,44752,06-611-23-15-20,FOX FLOAT 36 FACTORY - 29 - 15 - 0MM - BOOST - 44MM RAKE - 2023,40,40,0,410.1500,"16,406.00","16,406.00",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,4.000,44752,06-661-21-15-20,FOX FLOAT 36 RHYTHM - 29 - 150 - MM - BOOST - 44MM RAKE - 2022_,40,40,0,282.2200,"11,288.80","11,288.80",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,5.000,44752,06-701-22-15-20,FOX FLOAT 34 SC FACTORY - 120M - M - BOOST - 44MM RAKE - 2022,30,30,0,378.0100,"11,340.30","11,340.30",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,6.000,44752,06-711-22-15-20,FOX FLOAT 34 FACTORY - 130MM - - BOOST - 44MM RAKE - 2022,70,70,0,391.9400,"27,435.80","27,435.80",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,7.000,44752,06-751-21-15-20,FOX FLOAT 34 RHYTHM - 120MM - - BOOST - 44MM RAKE - 2022_2021,20,20,0,234.3300,"4,686.60","4,686.60",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,8.000,44752,06-752-21-15-20,MARZOCCHI BOMBER Z2 - 120MM - - BOOST - 29 - 44MM RAKE - 2022_,120,120,0,146.2100,"17,545.20","17,545.20",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,9.000,44752,06-761-21-15-20,FOX FLOAT 34 RHYTHM - 130MM - - BOOST - 44MM RAKE - 2022_2021,40,40,0,234.3300,"9,373.20","9,373.20",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,10.000,44752,06-801-21-15-20,FOX FLOAT 32 SC FACTORY - 100M - M - BOOST - 44MM RAKE - 2022_2,30,30,0,359.8400,"10,795.20","10,795.20",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,11.000,44752,06-801-21-15-50,FOX FLOAT 32 SC FACTORY - 100M - M - BOOST - 2022_2021 - ORANGE,10,10,0,359.8400,"3,598.40","3,598.40",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,12.000,44752,06-801-22-00-01,FOX REMOTE LOCKOUT - 2 POSITIO - N - DUAL PULL - 2023_2022,40,40,0,13.2400,529.60,529.60,0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,13.000,44752,06-803-22-15-20,FOX FLOAT 34 SC FACTORY REMOTE - - 100MM - BOOST - 44MM RAKE -,60,60,0,398.9000,"23,934.00","23,934.00",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,14.000,44752,06-851-21-00-20,FOX FLOAT 32 RHYTHM - 100MM - - BOOST - 2022_2021,30,30,0,206.5200,"6,195.60","6,195.60",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,15.000,44752,08-603-22-00-20,2022 FOX FLOAT X FACTORY SHOCK - - JET 9 RDO,80,80,0,187.7300,"15,018.40","15,018.40",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,16.000,44752,08-604-22-00-20,2022 FOX X PERFORMANCE SHOCK - - JET 9 RDO,40,40,0,145.6400,"5,825.60","5,825.60",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,17.000,44752,08-702-22-00-20,2022 FOX FLOAT PERFORMANCE DPS - EVOL SHOCK - RKT 9 RDO,50,50,0,95.2800,"4,764.00","4,764.00",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,18.000,44752,08-703-22-00-20,2022 FOX FACTORY FLOAT DPS REM - OTE DOWN EVOL SHOCK - RKT 9 RD,50,50,0,150.1700,"7,508.50","7,508.50",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,20.000,44752,08-805-22-00-20,2022 FOX FLOAT X PERFORMANCE S - HOCK - RIP 9 RDO V3,40,40,0,145.6400,"5,825.60","5,825.60",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,21.000,44752,08-901-22-00-20,2022 FOX FLOAT X2 PERFORMANCE - SHOCK - WFO 9 RDO,30,30,0,221.5500,"6,646.50","6,646.50",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,June,FOX FACTORY INC,95037,         522,00502,129937,OP,22.000,44752,08-902-22-00-20,2022 FOX FLOAT X2 FACTORY SHOC - K - WFO 9 RDO,30,30,0,257.4000,"7,722.00","7,722.00",0.00,280,300,4/29/2021,5/4/2022,,003,NET 30 DAYS,6/3/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,1.000,44753,06-540-22-15-20,FOX FLOAT 38 PERFORMANCE - 29 - - 180MM - BOOST - 44MM RAKE -,30,30,0,335.0600,"10,051.80","10,051.80",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,2.000,44753,06-543-22-15-20,FOX FLOAT 38 FACTORY - 29 - 18 - 0MM - BOOST - 44MM RAKE - 2022,30,30,0,435.9000,"13,077.00","13,077.00",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,3.000,44753,06-611-23-15-20,FOX FLOAT 36 FACTORY - 29 - 15 - 0MM - BOOST - 44MM RAKE - 2023,40,40,0,410.1500,"16,406.00","16,406.00",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,4.000,44753,06-661-21-15-20,FOX FLOAT 36 RHYTHM - 29 - 150 - MM - BOOST - 44MM RAKE - 2022_,40,40,0,282.2200,"11,288.80","11,288.80",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,5.000,44753,06-701-22-15-20,FOX FLOAT 34 SC FACTORY - 120M - M - BOOST - 44MM RAKE - 2022,30,30,0,378.0100,"11,340.30","11,340.30",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,6.000,44753,06-711-22-15-20,FOX FLOAT 34 FACTORY - 130MM - - BOOST - 44MM RAKE - 2022,70,70,0,391.9400,"27,435.80","27,435.80",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,7.000,44753,06-751-21-15-20,FOX FLOAT 34 RHYTHM - 120MM - - BOOST - 44MM RAKE - 2022_2021,20,20,0,234.3300,"4,686.60","4,686.60",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,8.000,44753,06-752-21-15-20,MARZOCCHI BOMBER Z2 - 120MM - - BOOST - 29 - 44MM RAKE - 2022_,120,120,0,146.2100,"17,545.20","17,545.20",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,9.000,44753,06-761-21-15-20,FOX FLOAT 34 RHYTHM - 130MM - - BOOST - 44MM RAKE - 2022_2021,40,40,0,234.3300,"9,373.20","9,373.20",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,10.000,44753,06-801-21-15-20,FOX FLOAT 32 SC FACTORY - 100M - M - BOOST - 44MM RAKE - 2022_2,30,30,0,359.8400,"10,795.20","10,795.20",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,11.000,44753,06-801-21-15-50,FOX FLOAT 32 SC FACTORY - 100M - M - BOOST - 2022_2021 - ORANGE,10,10,0,359.8400,"3,598.40","3,598.40",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,12.000,44753,06-801-22-00-01,FOX REMOTE LOCKOUT - 2 POSITIO - N - DUAL PULL - 2023_2022,40,40,0,13.2400,529.60,529.60,0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,13.000,44753,06-803-22-15-20,FOX FLOAT 34 SC FACTORY REMOTE - - 100MM - BOOST - 44MM RAKE -,60,60,0,398.9000,"23,934.00","23,934.00",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,14.000,44753,06-851-21-00-20,FOX FLOAT 32 RHYTHM - 100MM - - BOOST - 2022_2021,30,30,0,206.5200,"6,195.60","6,195.60",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,15.000,44753,08-603-22-00-20,2022 FOX FLOAT X FACTORY SHOCK - - JET 9 RDO,80,80,0,187.7300,"15,018.40","15,018.40",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,16.000,44753,08-604-22-00-20,2022 FOX X PERFORMANCE SHOCK - - JET 9 RDO,40,40,0,145.6400,"5,825.60","5,825.60",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,19.000,44753,08-804-22-00-20,2022 FOX FLOAT X FACTORY SHOCK - - RIP 9 RDO V3,50,50,0,187.7300,"9,386.50","9,386.50",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,20.000,44753,08-805-22-00-20,2022 FOX FLOAT X PERFORMANCE S - HOCK - RIP 9 RDO V3,40,40,0,145.6400,"5,825.60","5,825.60",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,21.000,44753,08-901-22-00-20,2022 FOX FLOAT X2 PERFORMANCE - SHOCK - WFO 9 RDO,30,30,0,221.5500,"6,646.50","6,646.50",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,July,FOX FACTORY INC,95038,         522,00502,129937,OP,22.000,44753,08-902-22-00-20,2022 FOX FLOAT X2 FACTORY SHOC - K - WFO 9 RDO,30,30,0,257.4000,"7,722.00","7,722.00",0.00,280,300,4/29/2021,6/1/2022,,003,NET 30 DAYS,7/1/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,1.000,44754,06-540-22-15-20,FOX FLOAT 38 PERFORMANCE - 29 - - 180MM - BOOST - 44MM RAKE -,30,30,0,335.0600,"10,051.80","10,051.80",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,2.000,44754,06-543-22-15-20,FOX FLOAT 38 FACTORY - 29 - 18 - 0MM - BOOST - 44MM RAKE - 2022,30,30,0,435.9000,"13,077.00","13,077.00",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,3.000,44754,06-611-23-15-20,FOX FLOAT 36 FACTORY - 29 - 15 - 0MM - BOOST - 44MM RAKE - 2023,40,40,0,410.1500,"16,406.00","16,406.00",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,4.000,44754,06-661-21-15-20,FOX FLOAT 36 RHYTHM - 29 - 150 - MM - BOOST - 44MM RAKE - 2022_,40,40,0,282.2200,"11,288.80","11,288.80",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,5.000,44754,06-701-22-15-20,FOX FLOAT 34 SC FACTORY - 120M - M - BOOST - 44MM RAKE - 2022,30,30,0,378.0100,"11,340.30","11,340.30",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,6.000,44754,06-711-22-15-20,FOX FLOAT 34 FACTORY - 130MM - - BOOST - 44MM RAKE - 2022,70,70,0,391.9400,"27,435.80","27,435.80",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,7.000,44754,06-751-21-15-20,FOX FLOAT 34 RHYTHM - 120MM - - BOOST - 44MM RAKE - 2022_2021,20,20,0,234.3300,"4,686.60","4,686.60",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,8.000,44754,06-752-21-15-20,MARZOCCHI BOMBER Z2 - 120MM - - BOOST - 29 - 44MM RAKE - 2022_,120,120,0,146.2100,"17,545.20","17,545.20",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,9.000,44754,06-761-21-15-20,FOX FLOAT 34 RHYTHM - 130MM - - BOOST - 44MM RAKE - 2022_2021,40,40,0,234.3300,"9,373.20","9,373.20",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,10.000,44754,06-801-21-15-20,FOX FLOAT 32 SC FACTORY - 100M - M - BOOST - 44MM RAKE - 2022_2,30,30,0,359.8400,"10,795.20","10,795.20",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,11.000,44754,06-801-21-15-50,FOX FLOAT 32 SC FACTORY - 100M - M - BOOST - 2022_2021 - ORANGE,10,10,0,359.8400,"3,598.40","3,598.40",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,12.000,44754,06-801-22-00-01,FOX REMOTE LOCKOUT - 2 POSITIO - N - DUAL PULL - 2023_2022,40,40,0,13.2400,529.60,529.60,0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,13.000,44754,06-803-22-15-20,FOX FLOAT 34 SC FACTORY REMOTE - - 100MM - BOOST - 44MM RAKE -,60,60,0,398.9000,"23,934.00","23,934.00",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,14.000,44754,06-851-21-00-20,FOX FLOAT 32 RHYTHM - 100MM - - BOOST - 2022_2021,30,30,0,206.5200,"6,195.60","6,195.60",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,15.000,44754,08-603-22-00-20,2022 FOX FLOAT X FACTORY SHOCK - - JET 9 RDO,80,80,0,187.7300,"15,018.40","15,018.40",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,16.000,44754,08-604-22-00-20,2022 FOX X PERFORMANCE SHOCK - - JET 9 RDO,40,40,0,145.6400,"5,825.60","5,825.60",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,17.000,44754,08-702-22-00-20,2022 FOX FLOAT PERFORMANCE DPS - EVOL SHOCK - RKT 9 RDO,50,50,0,95.2800,"4,764.00","4,764.00",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,18.000,44754,08-703-22-00-20,2022 FOX FACTORY FLOAT DPS REM - OTE DOWN EVOL SHOCK - RKT 9 RD,50,50,0,150.1700,"7,508.50","7,508.50",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,19.000,44754,08-804-22-00-20,2022 FOX FLOAT X FACTORY SHOCK - - RIP 9 RDO V3,50,50,0,187.7300,"9,386.50","9,386.50",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,20.000,44754,08-805-22-00-20,2022 FOX FLOAT X PERFORMANCE S - HOCK - RIP 9 RDO V3,40,40,0,145.6400,"5,825.60","5,825.60",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,21.000,44754,08-901-22-00-20,2022 FOX FLOAT X2 PERFORMANCE - SHOCK - WFO 9 RDO,30,30,0,221.5500,"6,646.50","6,646.50",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,August,FOX FACTORY INC,95039,         522,00502,129937,OP,22.000,44754,08-902-22-00-20,2022 FOX FLOAT X2 FACTORY SHOC - K - WFO 9 RDO,30,30,0,257.4000,"7,722.00","7,722.00",0.00,280,300,4/29/2021,7/6/2022,,003,NET 30 DAYS,8/5/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,1.000,44755,06-540-22-15-20,FOX FLOAT 38 PERFORMANCE - 29 - - 180MM - BOOST - 44MM RAKE -,30,30,0,335.0600,"10,051.80","10,051.80",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,2.000,44755,06-543-22-15-20,FOX FLOAT 38 FACTORY - 29 - 18 - 0MM - BOOST - 44MM RAKE - 2022,30,30,0,435.9000,"13,077.00","13,077.00",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,3.000,44755,06-611-23-15-20,FOX FLOAT 36 FACTORY - 29 - 15 - 0MM - BOOST - 44MM RAKE - 2023,40,40,0,410.1500,"16,406.00","16,406.00",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,4.000,44755,06-661-21-15-20,FOX FLOAT 36 RHYTHM - 29 - 150 - MM - BOOST - 44MM RAKE - 2022_,40,40,0,282.2200,"11,288.80","11,288.80",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,5.000,44755,06-701-22-15-20,FOX FLOAT 34 SC FACTORY - 120M - M - BOOST - 44MM RAKE - 2022,30,30,0,378.0100,"11,340.30","11,340.30",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,6.000,44755,06-711-22-15-20,FOX FLOAT 34 FACTORY - 130MM - - BOOST - 44MM RAKE - 2022,70,70,0,391.9400,"27,435.80","27,435.80",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,7.000,44755,06-751-21-15-20,FOX FLOAT 34 RHYTHM - 120MM - - BOOST - 44MM RAKE - 2022_2021,20,20,0,234.3300,"4,686.60","4,686.60",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,8.000,44755,06-752-21-15-20,MARZOCCHI BOMBER Z2 - 120MM - - BOOST - 29 - 44MM RAKE - 2022_,120,120,0,146.2100,"17,545.20","17,545.20",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,9.000,44755,06-761-21-15-20,FOX FLOAT 34 RHYTHM - 130MM - - BOOST - 44MM RAKE - 2022_2021,40,40,0,234.3300,"9,373.20","9,373.20",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,10.000,44755,06-801-21-15-20,FOX FLOAT 32 SC FACTORY - 100M - M - BOOST - 44MM RAKE - 2022_2,30,30,0,359.8400,"10,795.20","10,795.20",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,11.000,44755,06-801-21-15-50,FOX FLOAT 32 SC FACTORY - 100M - M - BOOST - 2022_2021 - ORANGE,10,10,0,359.8400,"3,598.40","3,598.40",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,12.000,44755,06-801-22-00-01,FOX REMOTE LOCKOUT - 2 POSITIO - N - DUAL PULL - 2023_2022,40,40,0,13.2400,529.60,529.60,0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,13.000,44755,06-803-22-15-20,FOX FLOAT 34 SC FACTORY REMOTE - - 100MM - BOOST - 44MM RAKE -,50,50,0,398.9000,"19,945.00","19,945.00",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,14.000,44755,06-851-21-00-20,FOX FLOAT 32 RHYTHM - 100MM - - BOOST - 2022_2021,30,30,0,206.5200,"6,195.60","6,195.60",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,15.000,44755,08-603-22-00-20,2022 FOX FLOAT X FACTORY SHOCK - - JET 9 RDO,80,80,0,187.7300,"15,018.40","15,018.40",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,16.000,44755,08-604-22-00-20,2022 FOX X PERFORMANCE SHOCK - - JET 9 RDO,40,40,0,145.6400,"5,825.60","5,825.60",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,17.000,44755,08-702-22-00-20,2022 FOX FLOAT PERFORMANCE DPS - EVOL SHOCK - RKT 9 RDO,30,30,0,95.2800,"2,858.40","2,858.40",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,18.000,44755,08-703-22-00-20,2022 FOX FACTORY FLOAT DPS REM - OTE DOWN EVOL SHOCK - RKT 9 RD,40,40,0,150.1700,"6,006.80","6,006.80",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,19.000,44755,08-804-22-00-20,2022 FOX FLOAT X FACTORY SHOCK - - RIP 9 RDO V3,50,50,0,187.7300,"9,386.50","9,386.50",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
2022,September,FOX FACTORY INC,95040,         522,00502,129937,OP,20.000,44755,08-804-22-00-21,2022 FOX X2 FACTORY SHOCK - RI - P 9 RDO V3,20,20,0,257.4000,"5,148.00","5,148.00",0.00,280,300,4/29/2021,8/3/2022,,003,NET 30 DAYS,9/2/2022
